title,content
大家都是从哪找到的2024考研网课资料网盘群？,超级好用，按照我说的方法去做，保证能够让你五钟之内找到大量免费网课，并且还能教你如何查询院校信息和公共课、专业课复习攻略。 建议阅读之前先点赞收藏，防止丢失，真的超级好用。尤其是这篇回答里写的第一章第2个和第三章第二个方法，都是我亲自实践过的，学到就是赚到，看完绝对让你内心直呼【值得】！ 各位准研究生们的赞同收藏是俺持续更新的动力所在，望大家收藏之余双击屏幕点个赞同哦。（点不点赞，都祝大家能够一…​
2024考研3月份准备还来得及吗？,3月份开始，正是23考研出划线复试调剂进行时，先多搜集了解相关信息，对于自己选择哪个学校哪个专业，如何规划如何复习备考心里就大概有个数，到12月底初试，大约九到十个月准备时间也刚刚好，可以先从专业课和英语开始，把基础打扎实，合理安排，高效复习，完全来得及啊！ “种一棵树最好的时机，一是十年前，二是现在。”如果决定了考研，干就是了！ 准备考研先要了解一些基本常识，综合判断自己是否适合考研。如果下定决心…​
24考研，数学基础差该怎么准备考研数学?,考研没有捷径可走，数学尤其如此，如果想一步登天，那本文可能不适合你。本科基础很差，高数连挂2年，备考了10个月，把汤家凤、张宇、武忠祥、李永乐等老师视频都看了一遍，习题刷了无数，最终数一142。 本文适合人群：本文送给所有像我一样，基础较差，甚至很久没接触过数学但有毅力、有决心且能够踏踏实实认真学习和执行的人。按照我的方法，不敢说135+，但120+绝对是没问题的。其实，只要你准了了考研，数学基础差完全没关系…​
24考研数学，跟哪个老师比较好呀  ？,本科二本，一战上岸985，数一拿了131。针对考研数学领域各个名师百花齐放的状态，24宝子们确实有些眼花缭乱，几位主流名师我全跟过，相对而言还是有一定发言权的，站在咱们考生角度，以最客观公正的角度，帮宝子们扒一扒到底哪个老师最好！看这一篇就够了！先说说考研主流数学老师的各种风格（方便你去比对筛选） 成绩单镇楼： [] 李永乐流派：当之无愧的线代之王！刚开始看李永乐的课程，其实会有些“枯燥乏味”先入为主的印象，主…​
2024考研，考研数学应该买什么书？,学长数一142，选择适合自己的参考书至关重要。除了必备的教材外，数学备考还需要辅导书、习题册、真题以及模拟题四大块资料。现在市面上资料很多，质量参差不齐，让人眼花缭乱，学长享一下自己的用书心得和备考经验~ 关于复习参考书，本文也详细析了各个阶段的参考书优劣，包括数学辅导书优劣析、数学习题集优劣析、数学真题优劣析、数学模拟题优劣析等等。看完本文，你会彻底明白各个阶段不同参考书的优缺点，如何…​
23考研党，考研英语看视频，哪个老师的好？,英语一81，一战上岸985。英语可以选择的宝藏老师真的可太多了！下面这个网课组合帮我超越大多数对手，从六级擦线过冲到考研英语80+。考研英语圈有个很奇怪的现象，老师们大多因某个题型讲得好出圈，所以讲全程的老师极少。 所以我建议大家不要只跟一个老师，要搭配着来，因为每个老师都有擅长的题型，争取搞一个王者+王者+王者+王者+王者的组合，我本是 理科生英语基础一般，但这个搭配把我考研英语搞到80+！所以我坚信此组合帮…​
23 考研，英语基础差，跟谁的网课学习比较好？,英语是 【最不系统】又是【套路最多】的一门课，网课部完全不需要跟一位老师跟到底（我们考研人时间很紧张的，有木有！），最好是哪块讲的好学哪块，沿用这种学习方法，我的英一拿了80，没拖其它科目的后腿。学姐按照 考研英语试卷各题型划，盘点一下那些你千万不能错过的宝藏老师，英语基础差学不好？ 阅读正确率低的可怜，作文词穷语法错误频出？看这一篇就够啦，学姐拍胸脯保证！（文中附带所有23网课资源，好人做到底，…​
考研是信息战，那么考研应该获取哪些信息呢，如何获取呢？,马上就要 23 考研了，现在是八月份底了，还是要和一些小萌新去讲一些比较基础和科普的一些知识啦，但是面对啥也不知道的「小萌新」和一堆「海量」的资料，那么我们到底应该去如何查找对于我们而言十有用的材料呢？ 授人以鱼不如授人以渔，所以本文的重点是教会你该怎么找到自己需要的资料。 今天就和一些小萌新，一些刚开始接触考研的小伙伴，来总结一下我们应该去哪里去找到我们的资料，主要为了以下几个方面： 一、考研常…​
请问如果决定考研的话，大概从大几开始准备比较稳妥?,本科二本，一战上岸985，回想备考的这一整年，失落、彷徨、emo、欣喜与收获， 大三准备开始考研，其实一点也不晚，时间点刚刚好，把握先机，规划好接下来的全年考研计划，你的每一步走的毕将走得而优雅！如果再给我一次机会，我不仅仅要更早开始备考，而且还会格外注意培养那些 【读研之后的潜在影响因素】，这种个人能力不是靠短时间突击就形成的，最好是能在你备考这一年不断深耕挖掘，最终导向则是直接决定了你的考研上岸与否…​
我是一个新手小白，如何准备2024考研呢？,信不信一篇文章就让你彻底明白24考研如何准备？一篇9.4万字长文把24考研所有内容囊括在内！24考研的确是有点早了，虽然正式复习和备战在大三的时候就可以了，但是提前了解考研经验和做好规划还是很有必要的。只有前期信息了解的充和进行合理规划，后期复习才能事半功倍。 刚刚大二，可能对考研整个过程和一些地方还很迷糊，学长就给大家全面普及一下考研如何备考。学长 大三开始准备考研，不过也是大一、大二的时候就有考研的…​
24考研应该怎么安排时间？什么时候复习合适？,本科双非，已经一战上岸东南大学电气工程，过来人来聊聊~24考研这个寒假最重要的任务就是搞清楚： 1、考研到底考什么？全年该怎么规划？ 2、考研如何选学校？ 3、考研英语：开始背单词、看语法和长难句； 4、考研数学：选适合自己的老师，跟着老师学基础课程； 5、状态调整：由慵懒慢慢调整到有序，前期需要强迫自己集中注意力。这篇回答我希望每个24考研人都能踏踏实实看完， 我会从考研择校、考研数学和考研英语的高规划、考…​
我是24考研，考研人数越来越多，专业报录比很高，压力非常大，怎样调整心态，2024考研如何提前准备呢？,压力大是必然的，考研越来越卷已是常态，要想卷成功，就必须尽早和充准备！ 如果是志在名校，自然是越早准备越好，准备的越早，后期复习越省事，上岸的概率也就越大！ 为帮助考研小伙伴科学备考，学长准备了 一篇9.4万字的长文，考研备考看这一篇就够了！文章很长，大家可根据目录跳到自己感兴趣部。看不完也不要紧， 先点个赞收藏起来，后面慢慢看~ 考研从大三开始就可以了，但要想考到高甚至甩开对手，绝对不仅仅是单凭…​
24考研应该怎么安排时间？什么时候复习合适？,24考研3w字上岸攻略，前方高能干货预警，建议先收藏！如果你已经决定了考研，一定找个时间看完。作为考研话题下的优秀答主，近些年来接受过上千人有关考研的咨询，同时也帮助过几百人考研上岸，其中不乏中山大学、清华大学、北京航天航空大学、 江南大学等985、211院校，积累了不少准备考研的经验与心得。趁着今天闲暇之余，把这些经验享出来，也把考研这件事从头到尾详细说一说。其实24考研从大三下学期开始复习是最合适的。…​
考研微电子选择成电还是华工?,同学你好，我是电子科大老王学长！老王的回答全面对比了成电和华南理工微电子集成电路，同学看完就会对择校有个清晰的思路，最终确定目标学校。 同学将华南理工列为备选，主要是因为地理位置好。但是，也正因为如此，这个地区的高校考研报考竞争普遍都很激烈。 电子科技大学作为985、九所之一的实力同学也了解，其实北上广的公司也会来校招，毕业后想去全国任何地方工作都是有优势的。另外，成都本地的对口岗位也很多，薪资待遇…​
放弃考研是不是很丢人?,不会，我就弃考，把健康表都送室友了。 报的本专业本校，属于我认真肯定100%考上的农学大类，九月开始学到10月中旬时一轮复习就过完了甚至专业课也学了两遍就剩背了，但腰病犯了去医院检查之后就开始怀疑人生，于是就三天打鱼两天晒网了。 上面情况出现原因是对本专业绝望了，不喜欢科研不喜欢就业环境甚至对专业知识也感到无趣了（连我擅长的自我催眠都不行了），也认识到按照现在的发展我肯定也就在学校多混几年，研究生出来后…​
如何看待22西电网信缩招近一半？,报的广州330+没有拟录取，这还是改了专业课之后的，宣讲会说的不会缩招甚至还会微扩，这广州直接从80个砍到32个，本部从32个砍到13个，就是把人骗进来杀，缩就缩呗你别大缩啊，你大缩也行你提前说一声啊，初试改完复试改，然后再缩招，真就把学生的青春当儿戏，服了，广研院你是真牛逼！你踏马真牛逼给那逼点儿指标玩呢？​
工学考研都有哪些学科类？,1、工学，专业代码08开头，可为学硕、专硕，可以说是13个门类里面专业最多的一个门类。 工学学硕具体专业如下方截图1、2、3；力学、机械工程、仪器可惜与技术、材料科学与工程、冶金工程、动力工程及工程热物理、电气工程、电子科学与技术、信息与通信工程、控制科学与工程、计算机科学与技术、建筑学、土木工程、水利工程、测绘科学与技术等 工学专硕具体专业如下方截图4，建筑学、城市规划、电子信息、机械、材料与化工等。 [] [] [] [] …​
农学考研都有哪些学科类？,09 农学 0901作物学 090100作物学 090101作物栽培学与耕作学 090102作物遗传育种 0902园艺学 090200园艺学 090201果树学 090202蔬菜学 090203茶学 0903农业资源与环境 090300农业资源与环境 090301土壤学 090302植物营养学 0904植物保护 090400植物保护 090401植物病理学 090402农业昆明与害虫防治 090403农药学 0905畜牧学 090500畜牧学 090501动物遗传育种与繁殖 090502动物营养与饲料科学 090504特种经济动物饲养 0906兽医学 …​
考研和恋爱如何选择？,你好，不请自来，我是女生，我有喜欢的人。因为足够喜欢，所以比起他陪我出去逛街买东西看电影吃火锅，我更愿意他让我陪着他一起去图书馆看书学习定下理想的目标考上好学校，然后可以共同拥有一个美好的未来。​
放弃考研是不是很丢人?,不会丢人啊，那是自己的事，别人根本没有资格来评论。 不过今年的考研压力确实很大，你这些感觉可能是因为压力大、不相信自己造成的吧，要调整好心态，就算弃考的话也不要有太大的负罪感，因为那一定是你深思熟虑后的决定。 但是距离考研都没有几天了，不管怎样还是要试一试吧（个人想法）。 加油，考研人！​
如何看待22西电网信缩招近一半？,[] [] [] 推免是真的多 统考生的路不好走咯​
考研一战成硕的前辈们，你们的秘诀是什么？,首先，交代背景： 本科双非，跨专业、跨学校、跨地区三跨考某华南985（认证已经暴露哪所），专业只招两个人（推免占了大部），7月份开始准备，但是却遭遇了专业课大纲与参考书目在当时10月份突然全改了，以及考试的前一天晚上女票打电话说手的狗血经历，基本上最艰难的情况了，最后初试第二，复试第二成功一战上岸。作为考研话题下的优秀答主，近些年来接受过上千人有关考研的咨询，同时也帮助过几百人考研上岸，其中不乏中…​
22 考研国家线已出，大概 300W 考生没有上岸，他们该何去何从？,300万人一战失利，一半人无奈得去工作，1/4的人变成了二战考生，明年再战。剩下1/4在家待业/考公务员或成为无业游民，很现实，也很真实。 考研现在很卷，不出意外，过两年一定破500万大关， 疫情原因导致大量学生丧失出国梦，怎么办呢？在国内考研吧，走一步看一步，结果呢，扎堆的扎堆，落榜的落榜，这个时代最不缺人才，因为供给太多了！ [] 1.我不考了，我找工作如果不打算考了，找工作，那么一定要找个发展前景好的，哪怕有一点…​
2023 年考研弃考率这么高，上岸会不会更容易?,23考研初试结束已经两三天了，今年确实可以称得上是“史上最难”考研年。 并且，今年网络上的声音格外的多，从“预测548.4万报考人数”的谣言，到“考研延期”，每一点考研的声音，都让我们格外紧张。 [] 2023年全国硕士研究生招生考试于2022年12月24日至26日举行，教育部公布：23考研全国报考人数为474万，相对于去年457万，仅仅增长17万，增长率不足4%。 和2022年增长21%的增幅相比，增长率大幅下滑。 [] 来源：中国教育在线 202…​
2022 考研数学是否为历年最难？难在哪里？,22考研算不上历史最难？ 可有人还记得16年考研数学，当时数学考完很多人直接弃考了的，历史是不是总是惊人的相似？下面这个图是知乎上做的统计，22年考研数学难吗？2.4万人参加评测，有63％觉得难，所以，让子弹飞一会，肯定很多高的。即便是16考研，我课题组一个学长还是考了400+，数学一143，恐怖如斯！所以，并不是每个人都觉得难，认真准备复试，尽可能准备充些，尽量弯道超车但不要被弯道超车了。休息调整个2周，认真准…​
考研一战成硕的前辈们，你们的秘诀是什么？,警告！本回答可以至少节省你无用备考时间的90%，这里就有一个现身说法的一战成硕，让我来告诉你，我凭什么能够一战成硕。 以下均为超级考研高能干货！不看后悔！本科铁二本，绩点拉跨，但我就是3个月不到从一所破二本跃到双一流，儿豁！！！！ 我之所以能够一战成硕，就是因为我悟出来两个事实： 1、人都是爱装逼的，并且喜欢美化他们的成功结果，却故意贬低自己备考的心酸，他们会告诉你考研有手就行，然后？然后你就信了？ 2、…​
22 考研国家线已出，大概 300W 考生没有上岸，他们该何去何从？,说实话，他们该何去何从，无非只剩下的几种选择： 考公/考编、出国、找工作，或者继续考研（家里有矿的你还看这个问题？）。 先说考公或者考编。从报录比上来说，考公/考编的竞争激烈程度其实比考研大得不要太多。 考研457万人报名，拟招生110万，通过率25%，所，市面上稍微有点量的证书考试都没这个通过率，这么一想，是不是觉得考研还算好了？ 而考公/考编，通过率只有1%不到，数据我一时懒得查了，考过公的人应该都知道。 …​
如果研究生和公务员都考上了，是去上班还是读研？,这篇回答必须匿名。 我媳妇北大法律系的，03年本科毕业，当时真是意气风发，挥斥方遒的时候，拿到北京市国土资源局的公务员offer，但她同时考上北大法律的硕士了。作为一名爱学习的好同学，她思量再三，选择上研究生。过了三年波澜不惊的研究生生活，似乎找不到当年豪情壮志的感觉了，最后拿到了北京市区级法院的offer（我还稍微小助力了一下，具体就不方便说了…） 时光荏苒，我媳妇在法院混得并不好，具体不说了，只能算按部就…​
考研复试你为什么被刷？,读研的时候跟学院负责招生的老师关系比较好，所以每年复试都会被导师叫去做复试秘书进行辅助选拔工作。 看到过许多同学的复试表现，经常会听到老师们对这些学生评价，后面也接受过不少同学的有关考研复试咨询，最大的感悟就是许多同学往往都没意识到自己在复试中犯了哪些错误导致自己被刷。 其实在复试阶段，一般重点考察的就是你的 个人综合素质与实力，比如你对专业理论及相关知识的掌握是否扎实与宽广，是否满足导师们对研究…​
为啥都说张雪峰是个骗子？,小孩子，做事情才对错；而成年人，只会做利弊筛选！ 选择读研的同学，绝对是因为研究生的好处比本科大得多多。没有例外，读研就是绝对比本科出路更广、更好、更有钱。 [] 本质上是在数百万人受生存所逼被迫考研的环境上才诞生的张雪峰；而不是张雪峰凭借他的三寸肉舌”骗“的数百万人调转就业船头选择考研的。 因为大学生都是成年人了，成年人的世界，才不会无缘无故做多余的选择，唯一做的只有不断权衡利弊的筛选！而这，才是这…​
您有什么忠告给刚刚准备考研的学生？,个人介绍：从普通211一站考研至清华，目前清华大学研三，考研初试第四，复试第三，总成绩第三。 [] 如果想尽可能的提高自己上岸的概率，耐心的看完两三篇高质量的考研经验贴至关重要。 小达学长就不多说了，就只说55条考研后学长完全明白的事情吧~~（狗头） （55条真不多，一定要耐心看下去!!! 友情提示，文中有知乎官方推出的免费课程，择校、备考有困难的小老弟、小老妹可以抽空看看，质量还是很高的!） 本文主要介绍备考过程中大…​
有哪些原因会导致在考研复试被淘汰？,在读研的时候，因为跟学院负责招生的老师关系比较好，所以每年考研复试期间都会被老师们叫过去做复试秘书，进行辅助面试工作。 因此也看到过许多同学的复试表现，经常会听到老师们对这些学生评价，后面也接受过不少同学的有关考研复试咨询，最大的感悟就是许多同学往往都没意识到自己在复试中犯了哪些错误导致自己被淘汰。 其实在复试阶段，一般重点考察的就是你的 个人综合素质与实力，比如你对专业理论及相关知识的掌握是否扎…​
如果考研能重来一次，你会做出什么改变？,一战上岸985的考研过来人，若考研可以重来，下面11条我一定不会做！ 一、不会告诉太多人我要考研：考研是自己的事考研归根结底是自己的事情，我们时时刻刻置身于他人的期望和评价之中。实际上，除了少数人真正关心你 复习的如何之外，大多数都是礼节性的问候和关心。当然也没必要刻意对亲密的人隐瞒，只是为了在紧张的复习期间，少一些莫名的、突然的关心。徒增复习压力，影响备考心态。把200天的时间focus在考研这个单一目标上…​
三本生是否该尝试北大？,中国考研界有所谓四大神校：曲阜师大、聊城大学、烟台大学和青岛农业大学，在当年这几所学校很多专业都是二本招生的。（经更正，有人说烟台大学不对，应该是鲁东大学。那就改成鲁东吧……反正我校的文艺学专业，几乎每年都有几个来自鲁东大学的） 而这四所学校的共同点是……都在我大山东。 超高的考研率和录取率是这四所学校闻名业内的原因，有些专业恨不得90%的人都考研，90%以上的人都能考上。但这些学校之所以被称为“考研神…​
24 考研想要突破 400 ，需要付出多大的努力？,先明确一点：当你觉得自己在“拼命”的时候，大概率是上不了岸的！ 只有觉得学习这件事跟吃饭、睡觉、呼吸一样正常，才是离岸边不远了。享一下我的上岸作息表吧，也算是从早学到晚，但中间也会安排休息时间，不会拼了命、马不停蹄的一直学，最后成绩411。 [] 上午 7:00-7:40 睁眼背单词睁眼后第一时间拿出枕边单词书开始背单词！刚醒也没胃口吃东西那就把时间最大化利用。 7:40-8:00 洗漱+吃早饭+换衣服20min做这些时间还是很充…​
请审题：考研学校有哪些名声不好的大学？（此处不许吹捧）？,看到好多答主这不推荐那不推荐，加起来都上百所了，如果大部学校都不推荐考，那这研还考不考了。。 所以本篇回答的思路稍微有点不一样，从省份或行政区出发，为大家挑选出几个热门考研大省里，在“考研界“名声不太好的几所大学，帮大家按照区域排雷。 在正文开始之前，先给大家说下我所理解的“名声不好”： 存在压、不保护一志愿优先考虑985调剂生源、复试不透明等情况，或者说同样的数，你考这个学校承担的风险更高，而…​
现在开始准备 24 考研早吗，该如何规划？,00后大学生是真的卷，嘴上虽然说着躺平，其实心里全是想赢。 否则，你肯定不会在寒假前就看到这个回答。 我结合考研高赞回答，配合自己一战上岸985学校的经历，把24考研er普遍关心的考研问题做了类，并帮大家做成一个合集。文章开始之前，我最想对学弟学妹说：大三宁可选择考研，坚持一年，也不要什么都抓，却每一个都浅尝辄止。这个答案可以帮你节省80%寻找其它答案的时间，文章很长很干货，建议点赞收藏，防止以后找不到了。 …​
考研期间你明白了什么道理？,这篇回答我用词略严厉，希望能“骂”醒一些考研人。我不想去扒那些人性的阴暗面，只说一些 能提高复习效果的人性弱点。这个周末用了2天的时间，系统总结了下：考研期间你明白了什么道理？ 我@鹿十七 从瞎、假、贪、粗、疑、坑6个维度，几十个角度详细给你剖析一下考研备考时人性的弱点，并给出最干的复习建议，提前知道考研时这些人性的弱点和需要避开的坑，提前规避，这样你复习起来才能事半功倍。全文1.2字，阅读只要15钟，但…​
